experiment_id,frequency,realm,member_id,variable_id,time_range,chunk_freq,cell_methods,standard_name,pass_qc,who_qc,path
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_09,t_ref_min,20110101-20201231,10yr,ts,temperature_at_2_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/atmos_daily/ts/daily/10yr/atmos_daily.20110101-20201231.t_ref_min.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_09,t_ref_max,20910101-21001231,10yr,ts,temperature_at_2_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/atmos_daily/ts/daily/10yr/atmos_daily.20910101-21001231.t_ref_max.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_09,t_ref_max,20810101-20901231,10yr,ts,temperature_at_2_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/atmos_daily/ts/daily/10yr/atmos_daily.20810101-20901231.t_ref_max.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_09,wind_ref,20410101-20501231,10yr,ts,absolute_value_of_wind_at_10_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/atmos_daily/ts/daily/10yr/atmos_daily.20410101-20501231.wind_ref.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_09,wind_ref,20210101-20301231,10yr,ts,absolute_value_of_wind_at_10_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/atmos_daily/ts/daily/10yr/atmos_daily.20210101-20301231.wind_ref.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_09,t_ref_max,20710101-20801231,10yr,ts,temperature_at_2_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/atmos_daily/ts/daily/10yr/atmos_daily.20710101-20801231.t_ref_max.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20410101-20501231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20410101-20501231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20310101-20401231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20310101-20401231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20210101-20301231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20210101-20301231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20710101-20801231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20710101-20801231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20910101-21001231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20910101-21001231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20810101-20901231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20810101-20901231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20110101-20201231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20110101-20201231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20610101-20701231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20610101-20701231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,land_daily,pp_ens_09,snow,20510101-20601231,10yr,ts,column-integrated_snow_water,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/land_daily/ts/daily/10yr/land_daily.20510101-20601231.snow.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,205101-206012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.205101-206012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,202101-203012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.202101-203012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,204101-205012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.204101-205012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,201101-202012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.201101-202012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,209101-210012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.209101-210012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,207101-208012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.207101-208012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,208101-209012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.208101-209012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,206101-207012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.206101-207012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,209101-210012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.209101-210012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,204101-205012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.204101-205012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,203101-204012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.203101-204012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,208101-209012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.208101-209012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,202101-203012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.202101-203012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,203101-204012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.203101-204012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,207101-208012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.207101-208012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,MLD_003,205101-206012,10yr,ts,Mixed_layer_depth_(delta_rho_=_0.03),false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.205101-206012.MLD_003.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,206101-207012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.206101-207012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,ocean,pp_ens_09,ssh,201101-202012,10yr,ts,Sea_Surface_Height,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_09/ocean/ts/monthly/10yr/ocean.201101-202012.ssh.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,209101-210012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.209101-210012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,203101-204012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.203101-204012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,204101-205012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.204101-205012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,202101-203012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.202101-203012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,205101-206012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.205101-206012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,208101-209012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.208101-209012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,201101-202012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.201101-202012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,206101-207012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.206101-207012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,mon,atmos,pp_ens_10,WVP,207101-208012,10yr,ts,Column_integrated_water_vapor,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos/ts/monthly/10yr/atmos.207101-208012.WVP.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2011010100-2020123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2011010100-2020123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2091010100-2100123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2091010100-2100123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2051010100-2060123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2051010100-2060123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2081010100-2090123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2081010100-2090123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2071010100-2080123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2071010100-2080123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2041010100-2050123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2041010100-2050123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2031010100-2040123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2031010100-2040123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2061010100-2070123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2061010100-2070123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily,pp_ens_10,slp,2021010100-2030123123,10yr,ts,sea_level_pressure,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily/ts/6hr/10yr/atmos_4xdaily.2021010100-2030123123.slp.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2081010100-2090123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2081010100-2090123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2041010100-2050123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2041010100-2050123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2031010100-2040123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2031010100-2040123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2051010100-2060123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2051010100-2060123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2021010100-2030123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2021010100-2030123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2051010100-2060123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2051010100-2060123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2041010100-2050123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2041010100-2050123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2011010100-2020123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2011010100-2020123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2081010100-2090123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2081010100-2090123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2061010100-2070123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2061010100-2070123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2091010100-2100123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2091010100-2100123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2011010100-2020123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2011010100-2020123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2091010100-2100123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2091010100-2100123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2021010100-2030123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2021010100-2030123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2071010100-2080123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2071010100-2080123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2031010100-2040123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2031010100-2040123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,snow_tot,2071010100-2080123123,10yr,ts,Frozen_precip_rate_from_all_sources,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2071010100-2080123123.snow_tot.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,6hr,atmos_4xdaily_avg,pp_ens_10,precip,2061010100-2070123123,10yr,ts,Total_precipitation_rate,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_4xdaily_avg/ts/6hr/10yr/atmos_4xdaily_avg.2061010100-2070123123.precip.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_10,t_ref_min,20410101-20501231,10yr,ts,temperature_at_2_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_daily/ts/daily/10yr/atmos_daily.20410101-20501231.t_ref_min.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_10,t_ref_min,20810101-20901231,10yr,ts,temperature_at_2_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_daily/ts/daily/10yr/atmos_daily.20810101-20901231.t_ref_min.nc
SPEAR_c192_o1_Scen_SSP585_IC2011_K50,day,atmos_daily,pp_ens_10,wind_ref,20810101-20901231,10yr,ts,absolute_value_of_wind_at_10_m,false,,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/SPEAR_c192_o1_Scen_SSP585_IC2011_K50/pp_ens_10/atmos_daily/ts/daily/10yr/atmos_daily.20810101-20901231.wind_ref.nc
